City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,yamada,39.4667,141.95,13.79,71,70,3.37,JP,1667886761
363,kharp,66.8014,65.8081,-6.53,90,99,2.19,RU,1667886761
364,daru,-9.0763,143.2092,27.41,76,100,2.12,PG,1667886762
365,proletarskiy,50.7914,35.7731,0.88,80,22,2.97,RU,1667886762
366,sokoni,-6.4333,39.55,25.92,79,4,3.21,TZ,1667886762
367,talaya,61.3833,152.75,-18.07,93,100,1.38,RU,1667886763
368,sao sebastiao do passe,-12.5125,-38.4953,25.75,84,73,1.75,BR,1667886763
369,aginskoye,51.1,114.53,4.56,47,100,7.31,RU,1667886764
370,lasa,46.6166,10.7002,5.49,50,53,0.73,IT,1667886764
371,duyun,26.2667,107.5167,23.09,44,50,3.2,CN,1667886764
372,port macquarie,-31.4333,152.9167,21.05,61,49,4.5,AU,1667886610
373,yingcheng,30.95,113.55,25.88,30,18,2.97,CN,1667886765
374,chernyshevskiy,63.0128,112.4714,-8.49,91,100,0.68,RU,1667886765
375,ponsacco,43.6238,10.6291,13.66,92,45,2.68,IT,1667886765
376,gwadar,25.1216,62.3254,27.66,59,0,2.33,PK,1667886766
377,xingcheng,40.6167,120.7167,15.59,38,1,7.96,CN,1667886766
378,carhuamayo,-10.9167,-76.0333,1.74,94,98,1.19,PE,1667886766
379,tual,-5.6667,132.75,29.03,65,91,2.31,ID,1667886767
380,portoferraio,42.8115,10.3146,14.51,78,39,6.39,IT,1667886767
381,foam lake,51.65,-103.5343,-8.99,93,100,9.28,CA,1667886768
382,yarmouth,41.7057,-70.2286,14.42,53,1,11.62,US,1667886768
383,rexburg,43.826,-111.7897,-0.01,84,100,1.54,US,1667886477
384,manono,-7.3,27.4167,24.22,76,100,0.88,CD,1667886768
385,vianopolis,-16.7419,-48.5164,18.1,64,34,0.07,BR,1667886769
386,bartica,6.4,-58.6167,22.51,99,99,0.59,GY,1667886769
387,kongolo,-5.3833,27.0,22.0,93,100,0.78,CD,1667886769
388,mecca,21.4267,39.8261,27.14,54,0,2.03,SA,1667886725
389,caraquet,47.7941,-64.9386,7.3,57,7,10.48,CA,1667886770
390,sabha,27.0377,14.4283,13.81,59,0,3.44,LY,1667886770
391,tabou,4.423,-7.3528,25.23,85,92,2.46,CI,1667886771
392,kununurra,-15.7667,128.7333,41.99,14,74,3.09,AU,1667886771
393,gorontalo,0.5412,123.0595,30.09,72,83,0.94,ID,1667886771
394,cowra,-33.8333,148.6833,22.97,48,6,0.92,AU,1667886772
395,shamary,57.3434,58.2199,-1.6,90,100,3.6,RU,1667886772
396,labuhan,-6.8844,112.2051,29.76,62,90,4.24,ID,1667886773
397,road town,18.4167,-64.6167,26.05,75,100,6.43,VG,1667886773
398,lompoc,34.6391,-120.4579,11.08,93,100,3.6,US,1667886773
399,palafrugell,41.9174,3.1631,18.01,9,100,6.83,ES,1667886774
400,belmonte,-15.8631,-38.8828,20.91,81,98,2.58,BR,1667886774
401,kuah,6.3265,99.8432,31.99,62,20,3.09,MY,1667886774
402,baihar,22.1,80.55,27.6,29,27,2.0,IN,1667886775
403,katsuura,35.1333,140.3,18.85,58,0,4.17,JP,1667886775
404,high level,58.5169,-117.136,-24.94,92,20,0.0,CA,1667886776
405,petrodvorets,59.885,29.8958,5.99,92,100,6.75,RU,1667886776
406,codrington,-38.2667,141.9667,24.39,66,3,3.39,AU,1667886776
407,avila,40.5833,-5.0,11.47,94,99,1.6,ES,1667886777
408,nanortalik,60.1432,-45.2371,-1.75,86,100,1.32,GL,1667886777
409,rio grande,-32.035,-52.0986,16.4,77,94,6.19,BR,1667886777
410,ancud,-41.8697,-73.8203,11.88,95,98,1.17,CL,1667886778
411,tomatlan,19.9333,-105.25,20.72,95,0,1.1,MX,1667886778
412,saint-augustin,51.226,-58.6502,6.15,62,69,11.1,CA,1667886779
413,apiai,-24.5094,-48.8425,11.72,85,58,0.45,BR,1667886779
414,comodoro rivadavia,-45.8667,-67.5,20.92,43,0,1.03,AR,1667886779
415,avera,33.194,-82.5271,19.73,81,2,2.96,US,1667886780
416,harper,4.375,-7.7169,25.2,86,100,2.74,LR,1667886780
417,kaitong,44.8135,123.15,12.28,20,4,6.54,CN,1667886780
418,saint-louis,16.3333,-15.0,25.73,22,35,4.36,SN,1667886781
419,biskamzha,53.4497,89.5272,0.4,62,55,0.24,RU,1667886781
420,nemuro,43.3236,145.575,10.56,67,65,2.17,JP,1667886781
421,kutina,45.475,16.7819,6.53,95,12,1.41,HR,1667886782
422,wundanyi,-3.4019,38.364,20.12,59,64,1.65,KE,1667886782
423,inirida,3.8653,-67.9239,22.87,94,99,0.45,CO,1667886783
424,tagusao,9.1924,117.8141,29.1,73,100,2.48,PH,1667886783
425,cheyenne,41.14,-104.8203,5.43,84,0,4.02,US,1667886568
426,chipinge,-20.1883,32.6236,22.11,72,100,0.34,ZW,1667886784
427,natal,-5.795,-35.2094,24.12,83,20,2.06,BR,1667886595
428,ixtapa,20.7,-105.2,20.69,95,23,1.29,MX,1667886784
429,paharpur,32.1038,70.9724,25.33,34,76,1.17,PK,1667886197
430,bahia honda,22.9036,-83.1592,23.9,81,21,4.89,CU,1667886785
431,abeche,13.8292,20.8324,26.21,21,13,7.76,TD,1667886785
432,pirovskoye,57.6267,92.2658,-2.78,78,94,2.71,RU,1667886785
433,calama,-22.4667,-68.9333,7.27,19,0,7.2,CL,1667886786
434,zhezkazgan,47.8043,67.7144,-2.01,64,100,6.0,KZ,1667886786
435,lincoln,40.8,-96.667,7.87,48,0,6.69,US,1667886751
436,kuressaare,58.2481,22.5039,10.01,95,100,5.66,EE,1667886787
437,tres lagoas,-20.7511,-51.6783,17.55,48,16,2.45,BR,1667886787
438,xuanhua,40.6103,115.0447,11.23,18,37,0.42,CN,1667886787
439,acarau,-2.8856,-40.12,25.5,73,16,5.42,BR,1667886788
440,ilulissat,69.2167,-51.1,-23.4,86,23,2.98,GL,1667886788
441,sindgi,16.9167,76.2333,28.69,33,42,4.44,IN,1667886788
442,duluth,46.7833,-92.1066,5.19,72,100,6.17,US,1667886769
443,bridgetown,13.1,-59.6167,28.27,78,40,7.72,BB,1667886754
444,gubkinskiy,64.434,76.5026,-4.32,94,100,7.71,RU,1667886789
445,san cristobal,7.7669,-72.225,19.1,95,98,0.97,VE,1667886789
446,mirnyy,62.5353,113.9611,-9.87,85,100,1.43,RU,1667886790
447,bandarbeyla,9.4942,50.8122,27.36,67,9,2.46,SO,1667886790
448,lixourion,38.2019,20.4314,18.52,77,19,3.7,GR,1667886791
449,nong chik,6.8436,101.178,29.62,68,94,4.83,TH,1667886791
450,zhigansk,66.7697,123.3711,-21.33,93,99,3.3,RU,1667886791
451,qandala,11.472,49.8728,27.88,68,2,2.78,SO,1667886792
452,kroya,-7.6331,109.2461,27.65,78,68,2.43,ID,1667886792
453,praia da vitoria,38.7333,-27.0667,16.14,82,75,5.5,PT,1667886792
454,thio,-21.6167,166.2167,22.98,84,100,2.25,NC,1667886793
455,clarence town,-32.5833,151.7833,22.75,58,66,3.88,AU,1667886793
456,kahului,20.8947,-156.47,26.02,73,0,9.26,US,1667886703
457,khudumelapye,-23.8833,24.75,20.41,76,43,3.68,BW,1667886794
458,lircay,-12.9896,-74.7205,8.14,83,59,0.52,PE,1667886794
459,makokou,0.5738,12.8642,20.82,99,100,0.51,GA,1667886794
460,elizabeth city,36.2946,-76.2511,19.01,72,0,3.6,US,1667886795
461,pimentel,-6.8367,-79.9342,16.59,89,10,3.85,PE,1667886795
462,ritchie,-29.038,24.6028,16.56,81,100,1.21,ZA,1667886795
463,coruripe,-10.1256,-36.1756,23.15,91,53,2.89,BR,1667886261
464,athens,37.9795,23.7162,16.29,84,20,3.09,GR,1667886617
465,bonavista,48.6499,-53.1147,11.3,71,97,9.75,CA,1667886796
466,izumo,35.3667,132.7667,18.97,52,40,4.63,JP,1667886796
467,nouakchott,18.0858,-15.9785,17.96,61,52,4.83,MR,1667886797
468,effingham,32.3669,-81.3332,19.97,80,0,1.79,US,1667886797
469,auchi,7.0667,6.2667,21.38,78,75,0.89,NG,1667886798
470,sorong,-0.8833,131.25,28.55,73,100,3.84,ID,1667886798
471,pitimbu,-7.4706,-34.8086,25.33,75,22,2.93,BR,1667886798
472,severnoye,56.3491,78.3619,-2.86,90,80,1.09,RU,1667886799
473,juba,4.8517,31.5825,26.96,59,100,0.89,SS,1667886710
474,chapais,49.7834,-74.8492,-2.12,82,100,7.62,CA,1667886799
475,grindavik,63.8424,-22.4338,6.26,93,100,5.14,IS,1667886800
476,fort-shevchenko,44.5086,50.263,5.0,71,46,6.5,KZ,1667886800
477,calvia,39.5657,2.5062,15.04,91,7,3.07,ES,1667886801
478,tilichiki,60.4667,166.1,-9.53,89,100,3.11,RU,1667886801
479,poronaysk,49.2167,143.1167,2.43,54,39,4.04,RU,1667886801
480,brae,60.3964,-1.353,11.51,94,100,10.85,GB,1667886802
481,blagoyevo,63.3667,47.9167,1.6,99,100,2.72,RU,1667886802
482,samarkand,39.6542,66.9597,3.68,87,100,5.14,UZ,1667886802
483,greenville,35.6127,-77.3663,18.41,86,0,0.0,US,1667886236
484,west bend,43.4253,-88.1834,5.66,75,0,2.06,US,1667886627
485,tezu,27.9167,96.1667,26.79,39,2,1.34,IN,1667886803
486,kayunga,0.7025,32.8886,20.31,89,100,0.3,UG,1667886803
487,mathbaria,22.2876,89.9593,28.01,54,1,1.99,BD,1667886804
488,nouadhibou,20.931,-17.0347,20.99,60,20,5.66,MR,1667886804
489,mut,36.6439,33.4389,15.66,64,15,2.7,TR,1667886805
490,ribas do rio pardo,-20.4431,-53.7592,16.53,51,46,1.28,BR,1667886805
491,staryy nadym,65.6118,72.6842,-4.78,96,100,4.3,RU,1667886805
492,ushibuka,32.1906,130.0228,20.15,41,0,4.02,JP,1667886806
493,binzhou,37.3667,118.0167,18.15,28,0,2.07,CN,1667886806
494,samarai,-10.6167,150.6667,28.9,71,25,4.16,PG,1667886806
495,gizo,-8.103,156.8419,28.41,76,90,4.66,SB,1667886807
496,naze,28.3667,129.4833,23.51,62,4,4.02,JP,1667886807
497,singaraja,-8.112,115.0882,29.15,72,100,0.69,ID,1667886807
498,leshukonskoye,64.8989,45.7622,1.61,99,100,2.31,RU,1667886808
499,puerto leguizamo,-0.1934,-74.7819,23.3,86,75,0.3,CO,1667886808
500,kiri buru,22.0833,85.35,27.22,45,7,1.3,IN,1667886809
501,aranos,-24.1333,19.1167,18.35,60,5,1.94,NA,1667886809
502,key largo,25.0865,-80.4473,24.44,74,5,9.44,US,1667886585
503,tucupita,9.0622,-62.051,22.79,98,97,1.0,VE,1667886809
504,luga,58.7372,29.8453,6.32,92,100,4.62,RU,1667886810
505,saint-georges,12.0564,-61.7485,26.82,83,75,5.66,GD,1667886672
506,madras,13.0878,80.2785,28.99,84,75,4.63,IN,1667886518
507,yorkton,51.2167,-102.4677,-6.09,86,100,8.75,CA,1667886811
508,vao,-22.6667,167.4833,23.49,85,98,6.2,NC,1667886811
509,rocha,-34.4833,-54.3333,10.93,96,1,1.78,UY,1667886811
510,yulara,-25.2406,130.9889,24.23,50,95,7.22,AU,1667886812
511,antsohihy,-14.8796,47.9875,29.9,50,16,1.73,MG,1667886812
512,mackay,-21.15,149.2,27.6,62,1,6.87,AU,1667886812
513,constitucion,-35.3333,-72.4167,12.7,77,100,2.57,CL,1667886813
514,aykhal,66.0,111.5,-18.74,100,98,1.46,RU,1667886813
515,dingle,10.9995,122.6711,30.21,73,99,4.03,PH,1667886813
516,tongren,27.7172,109.1853,26.44,39,0,1.31,CN,1667886814
517,roald,62.5833,6.1333,8.2,76,0,5.14,NO,1667886814
518,pombas,17.1503,-25.0201,21.88,71,1,3.51,CV,1667886814
519,tongchuan,35.0806,109.0897,12.6,68,100,3.03,CN,1667886815
520,boa vista,2.8197,-60.6733,24.99,88,40,0.51,BR,1667886511
521,netanya,32.3329,34.8599,18.01,73,17,2.9,IL,1667886815
522,vangaindrano,-23.35,47.6,27.02,59,73,3.89,MG,1667886816
523,el alto,-4.2714,-81.2147,16.7,85,37,5.59,PE,1667886816
524,vagay,57.9375,69.0217,-1.68,80,100,3.24,RU,1667886817
525,rorvik,64.8621,11.2373,-0.01,93,0,0.0,NO,1667886817
526,calvinia,-31.4707,19.776,15.9,39,0,0.51,ZA,1667886817
527,ajdabiya,30.7554,20.2263,18.31,75,1,1.65,LY,1667886818
528,panjakent,39.4952,67.6093,1.92,100,100,2.43,TJ,1667886818
529,winnemucca,40.973,-117.7357,1.03,80,100,4.12,US,1667886781
530,turukhansk,65.8167,87.9833,-6.61,95,100,3.12,RU,1667886818
531,santa clarita,34.3917,-118.5426,12.8,90,39,1.94,US,1667886733
532,dawei,14.0833,98.2,33.42,42,25,0.41,MM,1667886819
533,port hedland,-20.3167,118.5667,27.03,41,0,9.77,AU,1667886819
534,omboue,-1.5746,9.2618,25.01,91,100,2.16,GA,1667886820
535,bowen,-20.0167,148.2333,26.07,61,0,9.05,AU,1667886820
536,tefe,-3.3542,-64.7114,22.45,96,100,0.52,BR,1667886820
537,fayetteville,35.0527,-78.8784,22.49,88,0,2.57,US,1667886442
538,maridi,4.9158,29.4742,23.09,84,100,1.98,SS,1667886821
539,jadu,31.953,12.0261,11.29,54,0,2.85,LY,1667886821
540,samana,19.2056,-69.3369,23.85,86,6,3.34,DO,1667886567
541,olafsvik,64.8945,-23.7142,4.67,90,100,6.28,IS,1667886822
542,illapel,-31.6308,-71.1653,15.65,80,92,1.01,CL,1667886371
543,the valley,18.217,-63.0578,24.92,79,100,9.78,AI,1667886822
544,bisira,8.5196,-81.7115,14.88,98,97,0.63,PA,1667886823
545,tateyama,34.9833,139.8667,19.31,50,0,3.62,JP,1667886823
546,mount isa,-20.7333,139.5,38.87,13,3,2.57,AU,1667886823
547,kedrovyy,56.1667,91.8167,-1.74,73,96,2.45,RU,1667886824
548,ganzhou,28.8184,115.4327,26.21,36,7,2.27,CN,1667886824
549,ozark,37.0209,-93.206,13.0,68,100,3.15,US,1667886824
550,abu samrah,35.3029,37.1841,12.88,87,100,0.82,SY,1667886825
551,batagay-alyta,67.8006,130.4114,-18.17,95,100,0.77,RU,1667886825
552,mandalgovi,45.7625,106.2708,6.79,27,69,4.12,MN,1667886825
553,asau,46.4333,26.4,4.6,83,100,1.14,RO,1667886826
554,otane,-39.8833,176.6333,16.67,76,67,2.5,NZ,1667886826
555,saiki,32.95,131.9,19.06,51,0,5.27,JP,1667886827
556,waipawa,-41.4122,175.5153,13.19,74,31,1.82,NZ,1667886827
557,rudnogorsk,57.2639,103.7519,-3.73,74,100,4.75,RU,1667886827
558,lumphat,13.4878,106.9816,31.72,53,88,2.12,KH,1667886828
559,peski,55.2163,38.7626,2.98,86,100,5.29,RU,1667886828
560,miri,4.4148,114.0089,31.08,70,40,3.09,MY,1667886828
561,iaciara,-14.0958,-46.6317,20.77,85,99,0.31,BR,1667886829
562,bimbo,4.2567,18.4158,22.96,88,20,1.03,CF,1667886829
